,SMILES,CID,Unnamed: 2,f_inhibition_at_50_uM,f_avg_IC50,f_avg_pIC50,relative_solubility_at_20_uM,relative_solubility_at_100_uM,trypsin_IC50,LogP,MW,HBD,HBA,PSA,ROTB,AROM,FSP3,FC,QED
1360,C=CC(=O)N1CCCC(c2nc3ccccc3s2)C1,JOO-IND-b13e14cc-1,,14.52348,,,0.99,0.99,,3.1883,272.373,0,3,33.2,2,2,0.333333333,0,0.786622003
1361,O=C(C(F)Cl)N1CCCC(c2nc3ccccc3s2)C1,JOO-IND-b13e14cc-2,,16.18234,,,0.99,0.99,,3.5367,312.797,0,3,33.2,2,2,0.428571429,0,0.794736041
1362,Cc1nc(CCn2c(C3CCC(=O)N3)nnc2N2CCOC(C)(C)C2)n[nH]1,KUS-THE-322b9b63-5,,2.2273706,,,1,1,,0.51362,374.449,2,8,113.85,5,2,0.705882353,0,0.783792675
1363,O=C1CN(c2nnc(C3CCC(=O)N3)n2CCn2cc(Cl)cn2)CCN1,KUS-THE-322b9b63-7,,-0.405427745,,,1,1,,-0.2845,378.824,2,8,109.97,5,2,0.533333333,0,0.739828853
1364,CC(C)(Cn1c(C2CCC(=O)N2)nnc1N1CCCC(C(N)=O)C1)c1ccccc1F,KUS-THE-322b9b63-14,,6.5100115,,,1,0.99,,2.0478,428.512,2,6,106.14,6,2,0.545454545,0,0.732490824
1365,NC(=O)C1CCN(c2nnc(C3CCC(=O)N3)n2CCc2cc(F)cc(F)c2)CC1,KUS-THE-322b9b63-16,,3.8341885,,,1,1,,1.4518,418.448,2,6,106.14,6,2,0.5,0,0.738715861
1366,C=CC(=O)NCC(=O)N(Cc1ccccc1)C[C@H](O)c1cccs1,JUA-UNI-bc099708-1,,,99.5,,,,,2.1125,344.436,2,4,69.64,8,2,0.222222222,0,0.720801563
1367,C=CC(=O)NCc1ccc(C(=O)NCc2cc(C)cc3c(C)c(C)[nH]c23)cc1,JUA-UNI-bc099708-2,,,99.5,,,,,3.82536,375.472,3,2,73.99,6,3,0.217391304,0,0.573056865
1368,C=CC(=O)NCC(=O)N(CCN1CCOCC1)Cc1sccc1Br,JUA-UNI-bc099708-3,,,99.5,,,,,1.4736,416.341,1,5,61.88,8,1,0.5,0,0.652586502
1369,C=CC(=O)NCc1ccc(C(=O)N[C@H](CO)c2ccc(Br)c(F)c2)cc1,JUA-UNI-bc099708-4,,,99.5,,,,,2.8538,421.266,3,3,78.43,7,2,0.157894737,0,0.602129297
1370,C=CC(=O)Nc1cc(C(=O)NC[C@H](Cc2ccccc2)c2ccccn2)ccc1O,JUA-UNI-bc099708-5,,9.484211,99.5,,0.83,0.82,,3.668,401.466,3,4,91.32,8,3,0.125,0,0.396740024
1371,O=C(CCl)N1CCCC(N(CC2CCCCC2)C2CCC(O)CC2)C1,WAR-XCH-72a8c209-5,,7.357533,,,1,1,,3.402,370.965,1,3,43.78,5,0,0.95,0,0.754072525
1372,C=CC(=O)N1CCCC(N(CC2CCCCC2)C2CCC(O)CC2)C1,WAR-XCH-72a8c209-9,,-0.824094,,,1,1,,3.3492,348.531,1,3,43.78,5,0,0.857142857,0,0.775029704
1373,C=CC(=O)N1CCC(N(Cc2ccccc2C#N)C2CCC(O)CC2)CC1,WAR-XCH-72a8c209-10,,-8.668108,,,0.99,0.99,,2.84078,367.493,1,4,67.57,5,1,0.545454545,0,0.812840145
1374,O=C(CCl)N1CCN(Cc2cc(O)ccc2O)CC1,NEH-REV-107bcf72-5,,74.50492,37.40705629,4.427046467,0.99,0.99,99,0.9808,284.743,2,4,64.01,3,1,0.461538462,0,0.641532628
1375,NS(=O)(=O)CCc1ccccc1CN1CCN(C(=O)CCl)CC1,MIH-UNI-e573136b-5,,102.5626,2.717020614,5.565907067,1,1,99,0.4006,359.879,1,4,83.71,6,1,0.533333333,0,0.745112359
1376,CCc1ccccc1Nc1nc(N)nc(CSc2nnc3ccccn23)n1,SER-UNI-985a0e14-4,,46.58644,,,0.99,0.95,,3.0948,378.465,2,9,106.91,6,4,0.166666667,0,0.492974718
1377,O=C(CCl)N1CCOc2cccc(-c3cccnc3)c21,TIM-UNK-6bd61028-2,,7.4404605,,,1,1,,2.7128,288.734,0,3,42.43,2,2,0.2,0,0.798112505
1378,O=C(c1cc2sccc2s1)N1CCOC(CN2CCOCC2)C1,JAR-KUA-672ec752-1,,7.8457765,,,1,0.99,,2.136,352.481,0,6,42.01,3,2,0.5625,0,0.848734138
1379,CN1CCN(C(=O)CNc2c(S(N)(=O)=O)ccc3ccccc23)CC1,JAR-KUA-672ec752-3,,0.3211872,,,,,,0.6731,362.455,2,5,95.74,4,2,0.352941176,0,0.833573162
1380,O=C(CCl)N1CCCC(c2nc(-c3cccnc3)nc3ccccc23)C1,WAR-XCH-bdd24732-16,,31.79157,,,0.9,0.89,,3.6366,366.852,0,4,58.98,3,3,0.3,0,0.663912259
1381,Cc1ccc(S(=O)(=O)NC2CCN(C(=O)CCl)CC2)cc1,WAR-XCH-79d12f6e-4,,59.26949,33.54103024,4.474423602,1,1.01,99,1.50312,330.837,1,3,66.48,4,1,0.5,0,0.850813703
1382,Cc1ccc(C)c(S(=O)(=O)N2CCN(C(=O)CCl)CC2)c1,WAR-XCH-79d12f6e-6,,101.1492,14.21648545,4.847207755,0.99,0.98,99,1.37514,330.837,0,3,57.69,3,1,0.5,0,0.786619792
1383,Cc1ccnc2[nH]c(CC3CCN(C(=O)CCl)CC3)nc12,WAR-XCH-b0339bbe-3,,18.13637,,,1,1,,2.28622,306.797,1,3,61.88,3,2,0.533333333,0,0.885040347
1384,O=C(CCl)N1CCC(c2nc(-c3cccnc3)nc3ccccc23)CC1,WAR-XCH-b0339bbe-19,,71.485475,18.17521757,4.740520382,0.92,0.8,99,3.6366,366.852,0,4,58.98,3,3,0.3,0,0.663912259
1385,CN(C)C(=O)C[C@@H]1CN(C(=O)c2cnn3c2CCC3)c2ccc(Cl)cc21,RAI-NOV-2f6a9876-1,,-10.82869,,,1,1,,2.705,372.856,0,4,58.44,3,2,0.421052632,0,0.831907472
1386,NCCn1cc(C(=O)N2CC3(CCC3)c3cc(Br)ccc32)cn1,RAI-NOV-2f6a9876-5,,7.520213,,,,,,2.6864,375.27,1,4,64.15,3,2,0.411764706,0,0.897372034
1387,OC[C@@]1(F)CCN(c2nc(-c3cccnc3)nc3sc4c(c23)CCC4)C1,RAI-NOV-2f6a9876-7,,6.0471815,,,,,,3.1527,370.453,1,6,62.14,3,3,0.421052632,0,0.767374627
1388,NS(=O)(=O)c1ccc(C(=O)N2Cc3ccccc3C(c3ccccc3)C2)cc1,JAR-IMP-ed466bb3-13,,8.227742,,,0.95,0.96,,3.1219,392.48,1,3,80.47,3,3,0.136363636,0,0.743606773
1389,O=C(CCl)N1CCN(C(c2ccccc2)c2ccccc2)CC1,SIM-SYN-f15aaa3a-1,,108.1038,1.975387476,5.704347704,-0.2,0.01,99,3.159,328.843,0,2,23.55,4,2,0.315789474,0,0.80490322
1390,Cc1ccc(S(=O)(=O)N2CCC(NC(=O)N(C)Cc3cc(C)on3)CC2)cc1,SIM-SYN-3099a863-1,,2.60272495,,,,,,2.28614,406.508,1,5,95.75,5,2,0.473684211,0,0.821872356
1391,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,MAK-UNK-0d6072ac-4,,3.9667165,,,1,0.98,,4.1626,273.719,2,1,53.09,2,3,0.133333333,0,0.736403991
1392,Cc1c([C@H](C)C(=O)O)ccc2c1[nH]c1ccc(Cl)cc12,MAK-UNK-0d6072ac-20,,1.8437939,,,,,,4.47102,287.746,2,1,53.09,2,3,0.1875,0,0.730382988
1393,Cc1cc([C@H](C)C(=O)O)cc2[nH]c3ccc(Cl)cc3c12,MAK-UNK-0d6072ac-21,,3.370455,,,,,,4.47102,287.746,2,1,53.09,2,3,0.1875,0,0.730382988
1394,NS(=O)(=O)c1ccc2c(c1)CN(CC1CCN(C(=O)CCl)CC1)CC2,STU-CHA-83dacf15-1,,60.293165,19.54006564,4.709073982,1,1,99,1.1695,385.917,1,4,83.71,4,1,0.588235294,0,0.788359198
1395,O=C(NCc1ccc(Cl)cc1CN1CCN(C(=O)CCl)CC1)[C@@H]1CCCOC1,STU-CHA-7b3b91d5-1,,77.900525,12.11323868,4.916739725,1,1,99,2.2658,428.36,1,4,61.88,6,1,0.6,0,0.706725724
1396,O=C(CCl)N1CCN(Cc2cc(Cl)ccc2CNC(=O)N2CCOCC2)CC1,STU-CHA-6cae54d3-1,,78.95157,3.795131061,5.420773222,0.98,0.94,15.84714779,1.7648,429.348,1,4,65.12,5,1,0.578947368,0,0.725168713
1397,C#CCN1CCN(C(=O)CCl)CC1,TOB-UNK-c2aba166-1,,27.16465,,,1,1,,0.0026,200.669,0,2,23.55,2,0,0.666666667,0,0.463074746
1398,C#CCN1CCN(C(=O)C=C)CC1,TOB-UNK-c2aba166-2,,-14.95015,,,1.01,1.01,,-0.0502,178.235,0,2,23.55,2,0,0.5,0,0.437029168
1399,CC(=O)N1CCN(S(=O)(=O)C2=CC[SH]=C2)CC1,MAK-UNK-23561bf6-1,,-20.6063,,,0.99,1,,-0.3545,276.383,1,3,57.69,2,0,0.6,0,0.55369054
1400,C=CC(=O)N1CCN(S(C)(=O)=O)CC1c1ccccc1,NAU-LAT-f723e322-4,,2.885148,,,,,,1.0175,294.376,0,3,57.69,3,1,0.357142857,0,0.782061771
1401,O=C(CCl)N1CCN(Cc2cc(Cl)cc(Cl)c2)CC1,PAU-UNI-8cdd41c7-1,,69.11789,1.889434296,5.723668206,1,1,99,2.8764,321.635,0,2,23.55,3,1,0.461538462,0,0.799325094
1402,CS(=O)(=O)N1CCc2ccc(CN3CCN(C(=O)CCl)CC3)cc2C1,TAM-UNI-d1c3dd9f-5,,62.504155,40.18543341,4.395931343,,,99,0.8873,385.917,0,4,60.93,4,1,0.588235294,0,0.72200184
1403,O=C(CCl)N1CCN(Cc2cccc(CNC(=O)N3CCOCC3)c2)CC1,TAM-UNI-d1c3dd9f-12,,32.381265,,,1,1,,1.1114,394.903,1,4,65.12,5,1,0.578947368,0,0.759758135
1404,CC(=O)Nc1ccc(C#N)cc1CN1CCN(C(=O)CCl)CC1,TAM-UNI-d1c3dd9f-18,,43.35726,,,1,1.01,,1.39968,334.807,1,4,76.44,4,1,0.4375,0,0.844379649
1405,C=CC(=O)N1CCN(S(=O)(=O)c2ccccc2-c2ccc(Nc3ccc(C#N)cn3)cc2)CC1,JAN-GHE-bf40f168-2,,-6.30458,,,0.75,0.61,,3.38278,473.558,1,6,106.4,6,3,0.16,0,0.550316315
1406,C=CC(=O)N1CC(NCC2=CNC3C=CC(C#N)=CC23)C1,JAN-GHE-bf40f168-10,,,,,1,0.95,,0.46448,282.347,2,4,68.16,4,0,0.375,0,0.735354708
1407,O=C(CCl)N1CCN(Cc2cnc(-c3ccccc3)nc2)CC1,MAK-UNK-af83ef51-1,,15.749255,,,,,,2.0266,330.819,0,4,49.33,4,2,0.352941176,0,0.804847245
1408,CC(CCc1ccccc1)N1CCN(C(=O)CCl)CC1,MAK-UNK-af83ef51-2,,60.7384,20.27072446,4.69313073,1,1,99,2.3907,294.826,0,2,23.55,5,1,0.5625,0,0.778690984
1409,Cc1cccc(CC2CCN(C(=O)CCl)CC2)c1,MAK-UNK-af83ef51-6,,90.52429,14.72475124,4.831952033,1,1,99,3.01492,265.784,0,1,20.31,3,1,0.533333333,0,0.769663894
1410,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NC(CN1CCN(C(=O)CCl)CC1)c1ccccc1,NIM-UNI-ed9fc491-4,,41.166635,,,0.99,1,,1.6799,487,3,5,101.98,9,2,0.4,0,0.467999065
1411,O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O,GER-UNI-caecb3b0-1,,,,,,,,2.3767,385.37,2,5,74.57,3,3,0.2,0,0.724250607
1412,O=C(CCl)N1CCN(C(c2ccccc2)C2CCOCC2)CC1,GIA-UNK-20b63697-2,,102.98405,20.72639054,4.683476323,1,0.99,99,2.5373,336.863,0,3,32.78,4,1,0.611111111,0,0.792107514
1413,O=C(CCl)N1CCN(C(c2ccccc2)C2CCCCC2)CC1,GIA-UNK-20b63697-6,,98.14297,4.128421913,5.384215925,0.98,0.78,99,3.691,334.891,0,2,23.55,4,1,0.631578947,0,0.783931877
1414,C=CC(=O)N1CCCN(Cc2ccccc2)CC1,ANT-OPE-c0c3e7cc-1,,9.994081,,,1,1,,1.9069,244.338,0,2,23.55,3,1,0.4,0,0.758281967
1415,Cc1ccc(S(=O)(=O)Nc2c(-c3cccnc3)nc3ccccn23)c(C)c1,FRA-BIO-8bf1eac9-1,,7.697418,,,,,,3.81394,378.457,1,5,76.36,4,4,0.1,0,0.585738312
1416,CCN1CCN(Cc2ccccc2CNC2=NC[C@@H](C3CCCC3)N2)CC1,FRA-BIO-8bf1eac9-2,,-20.757195,,,1,1,,2.4317,369.557,2,5,42.9,6,1,0.681818182,0,0.808277918
1417,CCN1CCN(Cc2ccccc2CNC(=O)[C@@]2(C)CCN2C(=O)OC(C)(C)C)CC1,FRA-BIO-8bf1eac9-3,,-0.69724875,,,1,1,,2.8398,430.593,1,5,65.12,6,1,0.666666667,0,0.751885998
1418,CCOC(=O)[C@@H](CCc1ccccc1)N[C@H](C)C(=O)Nc1cccc(CN2CCCC2)c1,FRA-BIO-8bf1eac9-4,,1.327189,,,0.99,0.97,,3.7635,437.584,2,5,70.67,11,2,0.461538462,0,0.523966431
1419,O=C(O)[C@@H](Cc1nc(=O)cc[nH]1)NCc1ccc(Cl)s1,FRA-BIO-8bf1eac9-5,,4.8479515,,,1.01,1,,1.2703,313.766,3,5,95.08,6,2,0.25,0,0.746261917
1420,Cc1ccc(NCc2cc(NC(=O)OC(C)(C)C)ccc2Br)cn1,FRA-BIO-8bf1eac9-6,,9.5181395,,,0.9,0.7,,5.11162,392.297,2,4,63.25,4,2,0.333333333,0,0.759016085
1421,Cc1cc(C(C)(C)C)ccc1OC[C@H](O)Cn1cnccc1=O,FRA-BIO-8bf1eac9-7,,16.4578375,,,1.01,1,,2.28912,316.401,1,5,64.35,5,2,0.444444444,0,0.919018558
1422,C[C@H]1CN(Cc2ccccc2)CC[C@@H]1NC(=O)C(=O)NCc1ccccc1CN1CCCC[C@@H]1C,FRA-BIO-8bf1eac9-8,,1.3426185,,,1,0.99,,3.704,476.665,2,4,64.68,7,2,0.517241379,0,0.598353906
1423,O=C(O)[C@@H](Cc1nc(=O)cc[nH]1)NC[C@@H]1C[C@@H]2C=C[C@H]1C2,FRA-BIO-8bf1eac9-9,,26.38381,,,1,1,,0.5674,289.335,3,4,95.08,6,1,0.533333333,0,0.665412928
1424,O=C(NCc1ccccc1OCCO)C(=O)N[C@H]1C[C@H]1C1CCOCC1,FRA-BIO-8bf1eac9-10,,-9.811537,,,1.01,1,,0.6052,362.426,3,5,96.89,7,1,0.578947368,0,0.617602296
1425,O=S(=O)(Cc1nc(-c2ccncc2)no1)Nc1ccc(N2CCCCC2)cc1,FRA-BIO-8bf1eac9-12,,2.6636395,,,,,,3.0638,399.476,1,7,101.22,6,3,0.315789474,0,0.679563204
1426,C=C(C(=O)Nc1ccccc1)c1cccnc1,BEN-DND-031a96cc-8,,-18.74687,,,1,1,,2.7335,224.263,1,2,41.99,3,2,0,0,0.814355976
1427,C=CC(=O)N1CCN(Cc2ccc(F)cc2)CC1,ANT-OPE-d972fbad-1,,11.4243,,,,,,1.6559,248.301,0,2,23.55,3,1,0.357142857,0,0.759454594
1428,CO[C@@H]1C[C@@H](COc2cccnc2)N(c2ncccn2)C1,AUS-ARG-7cfdce8f-1,,-1.185928,,,,,,1.5443,286.335,0,6,60.37,5,2,0.4,0,0.830754013
1429,O=S1(=O)CCC(N2CCN(c3nc(-c4cccnc4)nc4ccccc34)CC2)C1,AUS-ARG-7cfdce8f-15,,14.09733,,,1,0.94,,2.0009,409.515,0,7,79.29,3,3,0.380952381,0,0.654558937
1430,CN(C)C/C=C/C(=O)Nc1c[nH]c2ccccc12,ANT-OPE-ab37bd51-1,,22.53145,,,1,1,,2.2242,243.31,2,2,48.13,4,2,0.214285714,0,0.808886036
1431,CN(C)C/C=C/C(=O)NCc1c[nH]c2ccccc12,ANT-OPE-ab37bd51-2,,0.7435621,,,0.96,0.98,,1.9019,257.337,2,2,48.13,5,2,0.266666667,0,0.803737718
1432,Cc1cc(-c2nc3ccccc3[nH]2)ccc1O,CAS-DEP-751a2458-2,,-36.7795575,,,0.99,1,,3.24392,224.263,2,2,48.91,1,3,0.071428571,0,0.666227851
1433,CC(Cl)C(=O)N1CCC(C(=O)N2CCCCC2)CC1,BRU-LEF-cf996d6c-1,,-26.98675,,,0.99,1,,1.8648,286.803,0,2,40.62,2,0,0.857142857,0,0.727255219
1434,COc1cccc(CNC(=O)N2CCN(C(=O)N3CCCCC3)CC2)c1,LUI-IND-2c46affe-3,,-0.332263,,,,,,2.1283,360.458,1,3,65.12,3,1,0.578947368,0,0.898029441
1435,COc1ccc(-c2cccc(S(=O)(=O)N3CCN(C(C)=O)CC3)c2)cc1,ANT-OPE-7824651a-1,,2.925561,,,0.95,0.93,,2.215,374.462,0,4,66.92,4,2,0.315789474,0,0.822996672
1436,Cc1ccncc1NC(=O)c1cccc(NC(=O)Nc2cccnc2)c1,MAK-UNK-129dcd6f-9,,-23.32078,,,1,1,,3.68132,347.378,3,4,96.01,4,3,0.052631579,0,0.670604887
1437,Cc1ccncc1NC(=O)c1ccc(NC(=O)Nc2cccnc2)cc1,MAK-UNK-129dcd6f-12,,-23.02358,,,1,0.99,,3.68132,347.378,3,4,96.01,4,3,0.052631579,0,0.670604887
1438,N#Cc1ccc(Nc2ccc(NC(=O)Nc3cccnc3)cc2)nc1,MAK-UNK-30aad1f1-12,,-3.696566,,,1,0.91,,3.73588,330.351,3,5,102.73,4,3,0,0,0.676045716
1439,CC(=O)N1CCN(Cc2cn(-c3cccc(S(N)(=O)=O)c3)nn2)CC1,NIM-UNI-02269248-3,,1.362205,,,0.95,0.97,,-0.4212,364.431,1,7,114.42,4,2,0.4,0,0.787905127
1440,CNC(=O)c1ccc(CS(=O)(=O)NCC(F)(F)c2ccc(F)cc2F)cc1,VIJ-CYC-1a381570-3,,9.7906775,,,,,,2.5358,404.385,2,3,75.27,7,2,0.235294118,0,0.696811312
1441,C=C1CC1C(=O)NC(C)c1ccc(S(=O)(=O)NC)cc1,VIJ-CYC-1a381570-5,,-0.9716629,,,1,1,,1.348,294.376,2,3,75.27,5,1,0.357142857,0,0.804912431
1442,C=CC(=O)NCc1ccc(C(C)NC(=O)OC(C)(C)C)cc1,VIJ-CYC-1a381570-10,,6.835744,,,1,1.01,,3.0745,304.39,2,3,67.43,5,1,0.411764706,0,0.821503375
1443,CNS(=O)(=O)c1ccc(C(C)NC(=O)NC(C)(C)C)cc1,VIJ-CYC-1a381570-11,,-0.249829325,,,1,1,,1.7534,313.423,3,3,87.3,4,1,0.5,0,0.791198976
1444,CC(C)[C@@H](C#N)NS(=O)(=O)c1ccc(CF)cc1,VIJ-CYC-1a381570-12,,-13.98851,,,1,1,,1.98258,270.329,1,3,69.96,5,1,0.416666667,0,0.889037865
1445,COC(=O)c1sc(NS(=O)(=O)c2ccc(CF)cc2)nc1C(C)(C)C,VIJ-CYC-1a381570-13,,-7.76699,,,1,0.99,,3.4975,386.47,1,6,85.36,5,2,0.375,0,0.795170089
1446,CCNc1ncc(C#N)cc1CN1CCN(C(=O)CCl)CC1,DAR-DIA-fb20be43-4,,102.4596,3.216385051,5.492631965,0.98,0.95,99,1.26808,321.812,1,5,72.26,5,1,0.533333333,0,0.826831137
1447,N#Cc1cc(CN2CCN(C(=O)CCl)CC2)c2ccccc2c1,DAR-DIA-fb20be43-6,,93.13343,4.606205937,5.336656649,0.85,0.79,99,2.59448,327.815,0,3,47.34,3,2,0.333333333,0,0.814094065
1448,COc1cc(CN2CCN(C(=O)CCl)CC2)c2ccccc2c1,DAR-DIA-fb20be43-7,,90.859005,2.745164721,5.561431591,1,0.95,81.68021813,2.7314,332.831,0,3,32.78,4,2,0.388888889,0,0.807076105
1449,COc1ccc2[nH]cc(CCNS(C)(=O)=O)c2c1,MAR-UNI-9ca61fdc-1,,-4.3947805,,,0.92,0.86,,1.2682,268.338,2,3,71.19,5,2,0.333333333,0,0.85749134
1450,CN1CCN(C(=O)Cc2c[nH]c3ncccc23)CC1C(=O)NCCc1c[nH]c2ccc(F)cc12,MAK-UNK-10572812-7,,-21.4852735,,,0.98,0.98,,2.2273,462.529,3,4,97.12,6,4,0.32,0,0.409436123
1451,CN1CCN(C(=O)Cc2c[nH]c3ncc(C(=O)NCCc4c[nH]c5ccc(F)cc45)cc23)CC1,MAK-UNK-10572812-16,,7.574305,,,,,,2.4723,462.529,3,4,97.12,6,4,0.32,0,0.410172212
1452,CCOCC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,WAR-XCH-b6889685-20,,7.410343,,,1,1,,1.5869,298.408,1,4,72.63,5,1,0.571428571,0,0.895653245
1453,CC(C)NC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,WAR-XCH-b6889685-23,,-1.56316695,,,1,0.98,,1.3008,297.424,2,4,75.43,4,1,0.571428571,0,0.878183035
1454,Cc1ccc(NC2CCN(c3ccc(S(N)(=O)=O)cc3)CC2)cc1,WAR-XCH-b6889685-25,,5.6181615,,,0.92,0.84,,2.72332,345.468,2,4,75.43,4,2,0.333333333,0,0.893292518
1455,NS(=O)(=O)c1ccc(N2CCC(Nc3ccc(F)cc3)CC2)cc1,WAR-XCH-b6889685-26,,8.08401,,,1,0.89,,2.554,349.431,2,4,75.43,4,2,0.294117647,0,0.889451202
1456,Cc1cccc(NC2CCN(c3ccc(S(N)(=O)=O)cc3)CC2)c1,WAR-XCH-b6889685-27,,-0.83843525,,,0.96,0.87,,2.72332,345.468,2,4,75.43,4,2,0.333333333,0,0.893292518
1457,NS(=O)(=O)c1ccc(N2CCC(Nc3ccccc3)CC2)cc1,WAR-XCH-b6889685-29,,9.570042,,,1,1,,2.4149,331.441,2,4,75.43,4,2,0.294117647,0,0.902015986
1458,Cc1ccccc1NC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,WAR-XCH-b6889685-30,,7.2214665,,,0.91,0.91,,2.72332,345.468,2,4,75.43,4,2,0.333333333,0,0.893292518
1459,NS(=O)(=O)c1ccc(N2CCSCC2)cc1,WAR-XCH-b72a1bbc-1,,-25.91639,,,1,1,,0.8872,258.368,1,4,63.4,2,1,0.4,0,0.85535613
1460,Cc1ccncc1-c1ccc(S(N)(=O)=O)cc1,WAR-XCH-b72a1bbc-4,,8.579353,,,1,1,,1.70442,248.307,1,3,73.05,2,2,0.083333333,0,0.878756286
1461,NS(=O)(=O)c1ccc(N2CCC(c3ccco3)CC2)cc1,WAR-XCH-b72a1bbc-7,,8.4662485,,,1,0.83,,2.311,306.387,1,4,76.54,3,2,0.333333333,0,0.943760583
1462,NS(=O)(=O)c1ccc(N2CCC(c3nc4ccccc4s3)CC2)cc1,WAR-XCH-b72a1bbc-8,,-11.99108,,,0.76,0.52,,3.3277,373.503,1,5,76.29,3,3,0.277777778,0,0.763939223
1463,COC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,WAR-XCH-b72a1bbc-9,,6.8180065,,,1,1,,0.9492,270.354,1,4,72.63,3,1,0.5,0,0.887236694
1464,NS(=O)(=O)c1ccc(N2CCC(N3CCCCC3)CC2)cc1,WAR-XCH-b72a1bbc-10,,7.786804,,,1,1,,1.7887,323.462,1,4,66.64,3,1,0.625,0,0.920761639
1465,NS(=O)(=O)c1ccc(N2CCC(N3CCCCCC3)CC2)cc1,WAR-XCH-b72a1bbc-11,,0.117096,,,1,1,,2.1788,337.489,1,4,66.64,3,1,0.647058824,0,0.917903551
1466,NS(=O)(=O)c1ccc(N2CCC(CO)CC2)cc1,WAR-XCH-b72a1bbc-14,,7.034761,,,1,1,,0.5427,270.354,2,4,83.63,3,1,0.5,0,0.839529806
1467,NS(=O)(=O)c1ccc(N2CCC(c3ccncc3)CC2)cc1,WAR-XCH-b72a1bbc-15,,1.6450275,,,1,0.94,,2.113,317.414,1,4,76.29,3,2,0.3125,0,0.94045072
1468,NS(=O)(=O)c1ccc(N2CCC(c3ccsc3)CC2)cc1,WAR-XCH-b72a1bbc-16,,17.089435,,,0.98,0.76,,2.7795,322.455,1,4,63.4,3,2,0.333333333,0,0.944867426
1469,NS(=O)(=O)c1ccc(N2CCC([C@@H]3CCCO3)CC2)cc1,WAR-XCH-b72a1bbc-18,,-15.95007,,,0.99,1,,1.7294,310.419,1,4,72.63,3,1,0.6,0,0.922576046
1470,NS(=O)(=O)c1ccc(N2CCC(CN3CCCCC3)CC2)cc1,WAR-XCH-b72a1bbc-19,,-2.5821175,,,1,1.01,,2.0363,337.489,1,4,66.64,4,1,0.647058824,0,0.91286821
1471,NS(=O)(=O)c1ccc(N2CCC(CN3CCCCCC3)CC2)cc1,WAR-XCH-b72a1bbc-20,,-0.98737295,,,0.99,0.91,,2.4264,351.516,1,4,66.64,4,1,0.666666667,0,0.904605628
1472,COCC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,WAR-XCH-b72a1bbc-23,,-23.12265,,,0.99,1,,1.1968,284.381,1,4,72.63,4,1,0.538461538,0,0.901343996
1473,CCSCC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,WAR-XCH-b72a1bbc-39,,-25.81732,,,1,1.01,,2.3035,314.476,1,4,63.4,5,1,0.571428571,0,0.905612448
1474,CC(C)N(C)CC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,WAR-XCH-b72a1bbc-48,,-17.79275,,,1,0.99,,1.8906,325.478,1,4,66.64,5,1,0.625,0,0.897608234
1475,CCN(C)CC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,WAR-XCH-b72a1bbc-49,,6.021047,,,1,0.98,,1.5021,311.451,1,4,66.64,5,1,0.6,0,0.894754595
1476,CC(=O)NCCc1c[nH]c2c(NCc3ccc4nc[nH]c4c3)cc(F)cc12,GAB-REV-4a4e2ff3-20,,12.05787,,,0.64,0.86,,3.474,365.412,4,3,85.6,6,4,0.2,0,0.421998106
1477,CC(=O)N1CCN(C(=O)Cc2ccccn2)CC1,JON-UIO-066ce08b-3,,3.515198,,,1,1,,0.3148,247.298,0,3,53.51,2,1,0.461538462,0,0.755757895
1478,C[C@H](NC(=O)[C@@H](C)c1ccc(F)c(F)c1)c1cccc(F)c1,JON-UIO-066ce08b-7,,-31.42461,,,1,0.79,,4.0848,307.315,1,1,29.1,4,2,0.235294118,0,0.905593098
1479,Cc1ccccc1CN1CCN(C(=O)C(F)C(C)C)CC1,JON-UIO-066ce08b-9,,6.7028125,,,1,1,,2.63332,292.398,0,2,23.55,4,1,0.588235294,0,0.851517924
1480,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,ALE-UNK-fca05062-1,,12.97443,,,0.83,0.53,,4.32814,628.814,4,5,120,15,3,0.432432432,0,0.199874124
1481,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,ALE-UNK-fca05062-2,,6.7151555,,,0.82,0.32,,5.9052,720.962,4,9,145.78,17,4,0.432432432,0,0.106240466
1482,Cc1cccc(C)c1OCC(=O)NCCc1ccccc1,ALE-UNK-fca05062-3,,7.2497905,,,1,0.98,,3.04114,283.371,1,2,38.33,6,2,0.277777778,0,0.884626115
